"replication","eta","seed","source","source_label","method","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
15,0.001,21661387,"dipole","Positive-negative dipole","Matern 0.5",0.0404792443120501,0.0165759048602595,0.990481856038073,0.476030021188693,0.177080978584176,0.0330939666596941,-1.13380352273873
15,0.001,21661387,"dipole","Positive-negative dipole","Matern 1.5",0.0329402098089173,0.014034188938843,0.980963712076145,0.302346142937911,0.167739812611541,0.0227663158897542,-1.5377407137665
15,0.001,21661387,"dipole","Positive-negative dipole","Matern 2.5",0.0328492584233421,0.0144213478271536,0.979773944080904,0.257705986806148,0.155990853658537,0.0206892755072009,-1.62556272507103
15,0.001,21661387,"ring","Ring-shaped source","RBF",0.162404042548643,0.103433208413423,0.684711481261154,0.280550837084959,0.172413370017847,0.089550995964814,2.48160364241962
15,0.001,21661387,"ring","Ring-shaped source","Matern 0.5",0.160505504803574,0.0979787712379332,0.890541344437835,0.557444120274546,0.0634603658536585,0.0841343302426261,-0.3361202687411
15,0.001,21661387,"ring","Ring-shaped source","Matern 1.5",0.160076158178145,0.0998540019456939,0.772754312908983,0.379017099461566,0.117297367638311,0.0850777015356156,0.317709627474197
15,0.001,21661387,"ring","Ring-shaped source","Matern 2.5",0.160822308090646,0.100959733731966,0.73111243307555,0.338065394911458,0.139828599048186,0.0864581721017664,0.8387847433076
15,0.001,21661387,"edge","Moving-edge source","RBF",0.189767634055502,0.127057032784852,0.709696609161214,0.271816296662122,0.222904149315883,0.104281102472677,4.3942717386413
15,0.001,21661387,"edge","Moving-edge source","Matern 0.5",0.169245768200712,0.101974196160848,0.893515764425937,0.582968962576707,0.0934276472337894,0.0846837195132665,-0.355917880972691
15,0.001,21661387,"edge","Moving-edge source","Matern 1.5",0.178654776379018,0.112467018812509,0.809042236763831,0.345036758657217,0.0953015318262939,0.0908957592473926,0.861047137327674
15,0.001,21661387,"edge","Moving-edge source","Matern 2.5",0.182531135775564,0.117287784847062,0.785246876859013,0.305591830041716,0.141330681142177,0.0952641963508809,1.89514834300182
15,0.001,21661387,"sine","Sine-cosine source","RBF",0.0468111863377473,0.0330317172816463,0.203450327186199,0.0233537548135342,0.640140913146936,0.0302444391535065,39.7246418700553
15,0.001,21661387,"sine","Sine-cosine source","Matern 0.5",0.0568772502693315,0.041163640499967,1,0.450593627092932,0.1632499256395,0.0362568766969976,-1.15965191476883
15,0.001,21661387,"sine","Sine-cosine source","Matern 1.5",0.0440065164491701,0.0338095952256157,0.804283164782867,0.108224239112785,0.160143887566924,0.024780570869994,-1.01913095337757
15,0.001,21661387,"sine","Sine-cosine source","Matern 2.5",0.0435100126015609,0.0326131045284675,0.464604402141582,0.056710360177212,0.448736986912552,0.0267338657892918,3.74323023003177
15,0.001,21661387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0470749552606659,0.00964962433175267,NA,NA,NA,NA,NA
15,0.001,21661387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0484115501845125,0.0189500627744601,NA,NA,NA,NA,NA
15,0.001,21661387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0560574825449099,0.0254706560018128,NA,NA,NA,NA,NA
15,0.001,21661387,"ring","Ring-shaped source","Tikhonov discrepancy",0.172923546973738,0.10082162094753,NA,NA,NA,NA,NA
15,0.001,21661387,"edge","Moving-edge source","Tikhonov discrepancy",0.276103105384488,0.164319876395371,NA,NA,NA,NA,NA
15,0.001,21661387,"sine","Sine-cosine source","Tikhonov discrepancy",0.177642142897564,0.0879381934413334,NA,NA,NA,NA,NA
16,0.001,21761387,"spike","Hidden narrow spike","RBF",0.0439508462982775,0.0104974539352902,0.933967876264128,0.0901176421874025,0.134563875669244,0.0128225328548649,-0.563387033813546
16,0.001,21761387,"spike","Hidden narrow spike","Matern 0.5",0.0453904053943875,0.0100583538941163,0.969660916121356,0.157857794550573,0.155767772159429,0.0153158858469973,-1.64156868711618
16,0.001,21761387,"spike","Hidden narrow spike","Matern 1.5",0.0442307984184891,0.0103913445899854,0.957168352171327,0.120084391464993,0.140891954193932,0.0138612980743758,-1.43470617455164
16,0.001,21761387,"spike","Hidden narrow spike","Matern 2.5",0.0440654625500604,0.0104255806022696,0.94883997620464,0.108861107948958,0.136869051160024,0.0134607104648656,-1.24189454735041
16,0.001,21761387,"mixture","Broad plus sharp source","RBF",0.0633146050393101,0.0240543709291652,0.891136228435455,0.104011549749905,0.0778119422962522,0.0212766464890995,2.73799737748715
16,0.001,21761387,"mixture","Broad plus sharp source","Matern 0.5",0.0482300387323679,0.0185310144848366,0.984533016061868,0.282189414675412,0.161613994646044,0.0234742002801965,-1.44003928128942
16,0.001,21761387,"mixture","Broad plus sharp source","Matern 1.5",0.055940750171131,0.0197658378828278,0.939321832242713,0.152621735318367,0.119840496728138,0.0197916580553566,-0.82018365195225
16,0.001,21761387,"mixture","Broad plus sharp source","Matern 2.5",0.0589114957769018,0.0210200548146794,0.925639500297442,0.129272521258204,0.102291418798334,0.0200159395989161,0.0625999124119837
16,0.001,21761387,"dipole","Positive-negative dipole","RBF",0.0346761518901547,0.0166916055469978,0.960142772159429,0.191080641135678,0.122376189767995,0.0187380092952379,-1.4428102348032
16,0.001,21761387,"dipole","Positive-negative dipole","Matern 0.5",0.0404041367338084,0.0163834344563654,0.990481856038073,0.475844390057233,0.177304060083284,0.0330661672313822,-1.13433407169729
16,0.001,21761387,"dipole","Positive-negative dipole","Matern 1.5",0.032850282598878,0.0137522881707722,0.980963712076145,0.301398967586458,0.167814173111243,0.0226916252096024,-1.54028213301495
16,0.001,21761387,"dipole","Positive-negative dipole","Matern 2.5",0.0327573010640599,0.014216371749237,0.979773944080904,0.256346256583823,0.155470330160619,0.0205932620793388,-1.62835578933049
16,0.001,21761387,"ring","Ring-shaped source","RBF",0.16078652994295,0.102177752612671,0.694229625223082,0.278401689755337,0.168620984533016,0.088602715584417,2.46588350933689
16,0.001,21761387,"ring","Ring-shaped source","Matern 0.5",0.158872692578797,0.0964810121734601,0.891731112433076,0.56264452345911,0.0643526918500892,0.0834011914502157,-0.355834323744937
16,0.001,21761387,"ring","Ring-shaped source","Matern 1.5",0.158341909059137,0.0984185364218287,0.776323616894706,0.380158926577353,0.114248587150506,0.0841141694828176,0.268168748642562
16,0.001,21761387,"ring","Ring-shaped source","Matern 2.5",0.159104280623985,0.0995695073798485,0.743010113027959,0.337992239869166,0.136705458060678,0.0854709156964244,0.7847328242302
16,0.001,21761387,"edge","Moving-edge source","RBF",0.189349429577993,0.126611238977493,0.719214753123141,0.270053447716332,0.216955309339679,0.103851312078974,4.40376900341642
16,0.001,21761387,"edge","Moving-edge source","Matern 0.5",0.169266659094556,0.102541067897042,0.895300416418798,0.57707857702726,0.0904532272456871,0.0846584732028475,-0.352554362719384
16,0.001,21761387,"edge","Moving-edge source","Matern 1.5",0.178504128935238,0.112545094139259,0.80785246876859,0.34075379522624,0.10043240630577,0.0908659649107984,0.906457093770003
16,0.001,21761387,"edge","Moving-edge source","Matern 2.5",0.182270486974404,0.117122415530554,0.784651992861392,0.302058343418947,0.142966612135634,0.0951168683190628,1.95557250678639
16,0.001,21761387,"sine","Sine-cosine source","RBF",0.0428708680590922,0.0306407770578269,0.29506246281975,0.0329853809587736,0.550759592504462,0.0273829346074373,15.7721445550804
16,0.001,21761387,"sine","Sine-cosine source","Matern 0.5",0.0557295451950144,0.0403133906534222,1,0.45210507325123,0.16644742712671,0.0359878961886566,-1.16058449468768
16,0.001,21761387,"sine","Sine-cosine source","Matern 1.5",0.0425982258043288,0.0325094763032044,0.795954788816181,0.112798629881715,0.134861317668055,0.0240654478080446,-1.15413403954411
16,0.001,21761387,"sine","Sine-cosine source","Matern 2.5",0.0413146133251253,0.0308730191000368,0.587745389649018,0.0666952553554565,0.344929729327781,0.0248077748008526,1.12911520713042
16,0.001,21761387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0470518537291479,0.00966718001413015,NA,NA,NA,NA,NA
16,0.001,21761387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0480310503796497,0.0188471364358776,NA,NA,NA,NA,NA
16,0.001,21761387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.056016224159309,0.0253965120569387,NA,NA,NA,NA,NA
16,0.001,21761387,"ring","Ring-shaped source","Tikhonov discrepancy",0.173127470442577,0.100855983930894,NA,NA,NA,NA,NA
16,0.001,21761387,"edge","Moving-edge source","Tikhonov discrepancy",0.276723105887789,0.164261339963998,NA,NA,NA,NA,NA
16,0.001,21761387,"sine","Sine-cosine source","Tikhonov discrepancy",0.177269549112634,0.0877132661777766,NA,NA,NA,NA,NA
17,0.001,21861387,"spike","Hidden narrow spike","RBF",0.0440285597648843,0.0105712387461922,0.932183224271267,0.0890914796885545,0.134192073170732,0.0127918461523367,-0.505569939789958
17,0.001,21861387,"spike","Hidden narrow spike","Matern 0.5",0.0454355171090767,0.0101089148532109,0.969660916121356,0.156549287204168,0.155470330160619,0.0152639287039751,-1.63724227566233
17,0.001,21861387,"spike","Hidden narrow spike","Matern 1.5",0.0442937861711605,0.0104596237477896,0.957168352171327,0.118802146605584,0.140520151695419,0.0138143319156262,-1.41561312344832
17,0.001,21861387,"spike","Hidden narrow spike","Matern 2.5",0.0441351465074192,0.0105010388813078,0.949434860202261,0.107617305371873,0.136571609161214,0.0134172909259559,-1.21229623492822
17,0.001,21861387,"mixture","Broad plus sharp source","RBF",0.0634985805294465,0.024368373330651,0.886972040452112,0.102771013107051,0.0809350832837596,0.0211628329447328,2.92129734110313
17,0.001,21861387,"mixture","Broad plus sharp source","Matern 0.5",0.0487175366403698,0.0182850916132918,0.984533016061868,0.280416400275984,0.164811496133254,0.0233139749495039,-1.43696318482586
17,0.001,21861387,"mixture","Broad plus sharp source","Matern 1.5",0.0563047465124687,0.0197973643270602,0.939321832242713,0.151570519389727,0.11931997323022,0.0197060424612993,-0.779793473066551
17,0.001,21861387,"mixture","Broad plus sharp source","Matern 2.5",0.0592261330523586,0.0212701179418924,0.925639500297442,0.128165823847406,0.101993976799524,0.0199370821646193,0.138780141899859
17,0.001,21861387,"dipole","Positive-negative dipole","RBF",0.0345691379175413,0.0168347571021392,0.96133254015467,0.194815715867758,0.123937760261749,0.0188667968732779,-1.47336061372526
17,0.001,21861387,"dipole","Positive-negative dipole","Matern 0.5",0.0403046996544677,0.0164451571562901,0.991076740035693,0.477693380866173,0.177675862581797,0.0331451586659861,-1.13131968216324
17,0.001,21861387,"dipole","Positive-negative dipole","Matern 1.5",0.0327380019370405,0.0138909899208549,0.980963712076145,0.304026150022373,0.168260336109459,0.0228057793692147,-1.53557563646162
17,0.001,21861387,"dipole","Positive-negative dipole","Matern 2.5",0.0326489993899108,0.0143323559963421,0.979773944080904,0.259266691672407,0.156065214158239,0.0207188079735876,-1.62541394898221
17,0.001,21861387,"ring","Ring-shaped source","RBF",0.160642893306856,0.10170384572603,0.694824509220702,0.281609186851603,0.168546624033313,0.088382771581299,2.35784689791658
17,0.001,21861387,"ring","Ring-shaped source","Matern 0.5",0.158962265656105,0.0965213211914799,0.892920880428317,0.564818673440154,0.0639065288518739,0.0834459857715587,-0.35605094728298
17,0.001,21861387,"ring","Ring-shaped source","Matern 1.5",0.158354764808005,0.0981737543406816,0.777513384889946,0.382883678454139,0.113728063652588,0.0840576711750045,0.250701536868116
17,0.001,21861387,"ring","Ring-shaped source","Matern 2.5",0.159072355673898,0.0992516186743089,0.74360499702558,0.340884663611825,0.136110574063058,0.0853670295539049,0.749909349884868
17,0.001,21861387,"edge","Moving-edge source","RBF",0.186106134377053,0.122266550870008,0.735871505056514,0.270539434829114,0.202008848899465,0.100618829155034,4.17865192342695
17,0.001,21861387,"edge","Moving-edge source","Matern 0.5",0.166674428508456,0.0980810248854286,0.900654372397383,0.582601040408338,0.0970713117192148,0.082675214572346,-0.379095078159604
17,0.001,21861387,"edge","Moving-edge source","Matern 1.5",0.175508727225637,0.10733284491088,0.815585960737656,0.342548181641478,0.0889808893515764,0.087761326188612,0.791049000002213
17,0.001,21861387,"edge","Moving-edge source","Matern 2.5",0.179156737766628,0.112089780910405,0.796549672813801,0.303153773994168,0.125491894705532,0.0918218224863993,1.79674258827425
17,0.001,21861387,"sine","Sine-cosine source","RBF",0.0446440091284943,0.0318052175727939,0.303985722784057,0.0327653696038461,0.558121281975015,0.0283780426670613,16.3386402842805
17,0.001,21861387,"sine","Sine-cosine source","Matern 0.5",0.0577016075401217,0.0416112480715039,1,0.449559468115885,0.160944750148721,0.0364331345073481,-1.15953939222412
17,0.001,21861387,"sine","Sine-cosine source","Matern 1.5",0.0452792559829973,0.034446182159145,0.799524092801904,0.110199833606267,0.159400282569899,0.025294919304053,-1.01343790472795
17,0.001,21861387,"sine","Sine-cosine source","Matern 2.5",0.0437423528169688,0.0327414454121608,0.536585365853659,0.0643482341955308,0.384043352171327,0.0262732772099171,1.84485234194177
17,0.001,21861387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0470882953851389,0.00969380988593865,NA,NA,NA,NA,NA
17,0.001,21861387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0482951897732317,0.0191587376693781,NA,NA,NA,NA,NA
17,0.001,21861387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0559269284421538,0.0253989435745893,NA,NA,NA,NA,NA
17,0.001,21861387,"ring","Ring-shaped source","Tikhonov discrepancy",0.172900680663878,0.100784824041576,NA,NA,NA,NA,NA
17,0.001,21861387,"edge","Moving-edge source","Tikhonov discrepancy",0.276047818926182,0.163227700414275,NA,NA,NA,NA,NA
17,0.001,21861387,"sine","Sine-cosine source","Tikhonov discrepancy",0.177655276093237,0.087947802334617,NA,NA,NA,NA,NA
18,0.001,21961387,"spike","Hidden narrow spike","RBF",0.0440135445654052,0.010499074102242,0.932183224271267,0.0889336821048813,0.134638236168947,0.0127795559980681,-0.498158618239829
18,0.001,21961387,"spike","Hidden narrow spike","Matern 0.5",0.0454282332109703,0.0100526690756969,0.969660916121356,0.156347319260775,0.155395969660916,0.0152524171126322,-1.63690453748151
18,0.001,21961387,"spike","Hidden narrow spike","Matern 1.5",0.0442835645931669,0.0103909132666153,0.957168352171327,0.118569570296428,0.140668872694825,0.0138008942385767,-1.41280316138967
18,0.001,21961387,"spike","Hidden narrow spike","Matern 2.5",0.044120225948662,0.0104285799481759,0.94883997620464,0.107440949390382,0.136497248661511,0.0134058455670229,-1.20911902899037
18,0.001,21961387,"mixture","Broad plus sharp source","RBF",0.0630276051209727,0.0237224903766104,0.895300416418798,0.105182739085961,0.0827940957763236,0.020851058929115,2.61078809581913
18,0.001,21961387,"mixture","Broad plus sharp source","Matern 0.5",0.0481539347389345,0.0183178444276818,0.985127900059488,0.283603555307183,0.164514054134444,0.0233675114365832,-1.43786248742319
18,0.001,21961387,"mixture","Broad plus sharp source","Matern 1.5",0.0557602008856899,0.0197213514866919,0.938132064247472,0.154045934436576,0.125566255205235,0.0195452462118613,-0.835587286193402
18,0.001,21961387,"mixture","Broad plus sharp source","Matern 2.5",0.0586831394606202,0.0209480107569089,0.925044616299821,0.130596498494315,0.108686421772754,0.0197057051423696,0.0229445628821944
18,0.001,21961387,"dipole","Positive-negative dipole","RBF",0.0347625834638539,0.0168090851279177,0.960737656157049,0.193084274593434,0.122450550267698,0.0188322248160739,-1.45609855984986
18,0.001,21961387,"dipole","Positive-negative dipole","Matern 0.5",0.0404804093093468,0.0164698285345594,0.991076740035693,0.476479044920032,0.177304060083284,0.0331121750303684,-1.13296271087582
18,0.001,21961387,"dipole","Positive-negative dipole","Matern 1.5",0.03292173542573,0.0139094696883309,0.980963712076145,0.302785605517134,0.168185975609756,0.0227740744541466,-1.53682945358028
18,0.001,21961387,"dipole","Positive-negative dipole","Matern 2.5",0.0328360769675508,0.0143371787796489,0.979773944080904,0.257922561653753,0.156362656157049,0.0206846841630946,-1.62529529625804
18,0.001,21961387,"ring","Ring-shaped source","RBF",0.16081818295007,0.102789844078605,0.694229625223082,0.280392417113916,0.169141508030934,0.0887907956883425,2.40787700738953
